"island_name","Arctiidae","Agrisius.fuliginosus","Eilema.deplana","Eilema.nankingica","Miltochrista.aberrans","Miltochrista.miniata","Miltochrista.striata","Rhyparioides.amurensis","Rhyparioides.nebulosus","Spilarctia.luteum","Spilarctia.seriatopunctatum","Spilarctia.subcarnea","Spilosoma.album","Spilosoma.inaequalis","Stigmatophora.flava","Bombycidae","Bombyx.mandarina","Cossidae","Zeuzera.multistrigata","Drepanidae","Macrauzata.maxima","Macrocilix.mysticata","Sabra.harpagula","Epiplemidae","Epiplema.moze","Epiplema.plagifera","Geometridae","Abraxas.fulvobasalis","Abraxas.niphonibia","Abraxas.sylvata","Aethalura.ignobilis","Alcis.angulifera","Amraica.superans","Arichanna.melanaria","Ascotis.imparata","Ascotis.selenaria","Callygris.compositata","Chariaspilates.formosaria","Chiasmia.defixaria","Chiasmia.hebesata","Chiasmia.normata","Chlorissa.amphitritaria","Chlorissa.anadema","Chlorissa.macrotyro","Chlorissa.obliterata","Chloroclystis.consueta","Chloroclystis.rectagulata","Chloroclystis.subcinctata","Chloroclystis.v.ata","Comibaena.amoenaria","Comibaena.argentataria","Comibaena.diluta","Comibaena.procumbaria","Comostola.subtiliaria","Corymica.specularia","Cotta.incongruaria","Culcula.panterinaria","Culpinia.diffusa","Diplodemsma.ussuriaria","Ecliptopera.umbrosaria","Ectropis.excellens","Ectropis.obliqua","Eschatarchia.lineata","Eulithis.fabiolaria","Eulithis.ledereri","Eupithecia.tricornuta","Exangerona.prattiaria","Geometra.valida","Hemistola.zimmermanni","Hemithea.aestivaria","Hemithea.marina","Heterarmia.buttneri","Heterocallia.temeraria","Heterostegane.hyriaria","Heterothera.postalbida","Hypephyra.terrosa","Hypomecis.punctinalis","Hypomecis.roboraria","Idaea.aversata","Idaea.biselata","Idaea.impexa","Idaea.muricata","Idaea.trisetata","Jodis.lactearia","Jodis.putata","Krananda.semihyalina","Lamprocabera.candidaria","Lomographa.bimaculata","Menophra.atrilineata","Menophra.senilis","Microcalcarifera.obscura","Microlygris.complicata","Microlygris.multistriata","Ninodes.splendens","Ninodes.watanabei","Nothomiza.aureolaria","Obeidia.tigrata","Odontopera.arida","Ophthalmitis.albosignaria","Orthonama.obstipata","Ourapteryx.koreana","Ourapteryx.nivea","Parabapta.clarissa","Pareclipsis.gracilis","Pasiphila.excisa","Percnia.albinigrata","Philereme.corrugata","Plagodis.pulveraria","Problepsis.diazoma","Problepsis.minuta","Racotis.boarmiaria","Rikiosatoa.grisea","Scopula.epiorrhoe","Scopula.floslactata","Scopula.ichinosawana","Scopula.ignobilis","Scopula.impersonata","Scopula.modicaria","Scopula.nesciaria","Scopula.nigropunctata","Scopula.semiignobilis","Scopula.superior","Tanaorhinus.reciprocata","Tephrina.vapulata","Timandra.comptaria","Xanthorhoe.muscicapata","Xanthorhoe.saturata","Zethenia.albonotaria","Lasiocampidae","Malacosoma.neustria","Odonestis.pruni","Limacodidae","Latoia.hilarata","Latoia.sinica","Microleon.longipalpis","Narosa.fulgens","Lymantriidae","Arctornis.alba","Euproctis.pulverea","Parocneria.furva","Pida.niphonis","Noctuidae","Acontia.bicolora","Acrapex.azumai","Acronicta.hercules","Acronicta.pruinosa","Adisura.atkinsoni","Adrapsa.simplex","Aedia.leucomelas","Agrotis.clavis","Agrotis.ipsilon","Agrotis.segetum","Anachrostis.nigripunctalis","Anapamea.minor","Anomis.mesogona","Apamea.hampsoni","Apamea.sordens","Athetis.albisignata","Athetis.cinerascens","Athetis.dissimilis","Athetis.gluteosa","Athetis.lapidea","Athetis.lineosa","Athetis.stellata","Atrachea.nitens","Autoba.tristalis","Aventiola.pusilla","Axylia.putris","Blenina.senex","Bomolocha.squalida","Brevipecten.consanguis","Bryophila.granitalis","Callopistria.juventina","Callopistria.repleta","Cerastis.leucographa","Cidariplura.gladiata","Coenobia.orientalis","Condica.chinensis","Condica.fuliginosa","Corgatha.dictaria","Corgatha.nitens","Corgatha.obsoleta","Cosmia.achatina","Craniophora.fasciata","Cryphia.obscura","Cymatophoropsis.trimaculata","Daddala.lucilla","Diarsia.canescens","Diarsia.deparca","Diomea.cremata","Diphtherocone.fulvicollis","Dypterygia.cupreotincta","Earias.pudicana","Edessena.hamada","Enispa.lutefascialis","Ercheia.niveostrigata","Erebus.ephesperis","Ericeia.pertendens","Erygia.apicalis","Gonepatica.butleri","Gonepatica.opalina","Hadena.rivularis","Hadennia.incongruens","Hadennia.obliqna","Helicoverpa.armigera","Helicoverpa.assulta","Hemipsectra.fallax","Herminia.arenosa","Hermonassa.cecilia","Hipoepa.fractalis","Hydrillodes.funeralis","Hypena.amica","Hypena.trigonalis","Hypopyra.vespertilio","Hyposemansis.albipuncta","Iragaodes.nobilis","Koyaga.falsa","Kumasia.kumaso","Lacanobia.thalassina","Leiostola.mollis","Lophomilia.polybapta","Lophoruza.pulcherrima","Macdunnoughia.confusa","Macdunnoughia.purissima","Maguda.suffusa","Maliattha.bella","Maliattha.chalcogramma","Maliattha.signifera","Mecodina.cineracea","Mecodina.nubiferalis","Mecodina.subviolacea","Melapia.japonica","Metopta.rectifasciata","Micreremites.pyraloides","Microxyla.confusa","Mniotype.melanodonta","Mocis.ancilla","Mythimna.iodochra","Mythimna.matsumuriana","Mythimna.placida","Mythimna.rufipennis","Mythimna.stolida","Mythimna.turca","Naganoella.timandra","Neustrotia.japonica","Neustrotia.rectilineata","Niphonyx.segregata","Nonagria.turpis","Orthogonia.sera","Oruza.glaucotorna","Oruza.mira","Ozarba.punctigera","Pangrapta.albistigma","Pangrapta.costinotata","Pangrapta.curtalis","Pangrapta.flavomacula","Pangrapta.obscurata","Pangrapta.perturbans","Pangrapta.trilineata","Paracolax.contigua","Paracolax.fentoni","Paracolax.pryeri","Paragabara.flavomacula","Paragona.inchoata","Perynea.ruficeps","Perynea.subrosea","Phyllophila.obliterata","Plusiodonta.casta","Polia.bombycina","Polypaenis.subviridis","Protodeltote.maculana","Protodeltote.pygarga","Rhynchina.cramboides","Rhynchodontodes.plusioides","Rivula.inconspicua","Rivula.sericealis","Roeselia.costalis","Sarbanissa.subflava","Sarbanissa.venusta","Sarcopolia.illoba","Sesamia.inferens","Sideridis.honeyi","Siglophora.ferreilutea","Simplicia.niphona","Simplicia.rectalis","Sineugraphe.oceanica","Sphragifera.biplaga","Spirama.helicina","Spirama.retorta","Spodoptera.depravata","Spodoptera.exigua","Stenbergmania.albomaculalis","Stenhypena.nigripunctata","Stenograpta.stenoptera","Sypnoides.picta","Trotosema.sordidum","Wilemaniella.angulata","Xestia.c.nigrum","Xestia.descripta","Xestia.stupenda","Zanclognatha.curvilinea","Zanclognatha.leechi","Zanclognatha.lunalis","Zanclognatha.stramentacealis","Zanclognatha.sugii","Zanclognatha.tarsipennalis","Nolidae","Meganola.albula","Meganola.fumosa","Meganola.protogigas","Mimerastria.mandschuriana","Roeselia.protogigas","Notodontidae","Cnethodonta.grisescens","Fentonia.ocypete","Gangarides.dharma","Neostauropus.basalis","Notodonta.basinotata","Phalera.sangana","Quadricalcarifera.subgeneris","Rabtala.cristata","Shaka.atrovittatus","Spatalia.doerriesi","Uropyia.meticulodina","Wilemanus.bidentatus","Pyralidae","Agrotera.nemoralis","Analthes.maculalis","Anania.verbascalis","Ancylolomia.japonica","Arippara.indicator","Bocchoris.onychinalis","Bradina.atopalis","Bradina.geminalis","Calamotropha.paludella","Calguia.defiguralis","Chabula.telphusalis","Charema.noctescens","Chilo.suppressalis","Circobotys.aurealis","Cirrhochrista.brizoalis","Conobathra.bifidella","Cotachena.alysoni","Cotachena.pubescens","Craneophora.ficki","Diasemia.accalis","Dichocrocis.chlorophanta","Dichocrocis.punctiferalis","Dichocrocis.surusalis","Dioryctria.abietella","Dioryctria.sylvestrella","Endotricha.consocia","Endotricha.flavofascialis","Endotricha.kuznetzovi","Endotricha.olivacealis","Ephestia.elutella","Epilepia.dentata","Evergestis.forficalis","Glyphodes.duplicalia","Goniorhynchus.butyrosa","Goniorhynchus.exemplaris","Goniorhynchus.explicatalis","Herpetogramma.fuscescens","Herpetogramma.luctuosalis","Herpetogramma.rudis","Hyalobathra.dialychna","Hypsopygia.postflava","Lamoria.glaucalis","Locastra.muscosalis","Metaeuchromius.flavofascialis","Metasia.coniotalis","Miyakea.expansa","Nacoleia.commixta","Nacoleia.maculalis","Notarcha.derogata","Nymphula.responsalis","Oncocera.semirubella","Orthopygia.glaucinalis","Orthopygia.nannodes","Ostrinia.furnacalis","Ostrinia.orientalis","Ostrinia.palustralis","Ostrinia.scapulalis","Ostrinia.zaguliaevi","Pagyda.quadrilineata","Pagyda.quinquelineata","Pagyda.salvalis","Palpita.inusitata","Palpita.nigropunctalis","Paranacoleia.lophophoralis","Phlyctaenia.coronatoides","Piletocera.sodalis","Pionea.auratalis","Pionea.minnehaha","Pionea.puralis","Pleuroptya.balteata","Pleuroptya.harutai","Pleuroptya.quadrimaculalis","Pleuroptya.ruralis","Pseudargyria.interruptella","Pseudocatharylla.simplex","Pycnarmon.lactiferalis","Pycnarmon.pantherata","Pygospila.tyres","Pyla.fusca","Pyla.manifestella","Pyralis.regalis","Pyrausta.fuliginata","Scirpophaga.incertulas","Scirpophaga.parvalis","Stemmatophora.valida","Sylepta.fuscomarginalis","Sylepta.taiwanalis","Termioptycha.inimica","Termioptycha.margarita","Tyspanodes.hypsalis","Urespita.dissipatalis","Sphingidae","Acosmeryx.naga","Ambulyx.japonica","Ambulyx.sericeipennis","Ampelophaga.rubiginosa","Callambulyx.tatarinovii","Deilephila.elpenor","Dolbina.exacta","Dolbina.tancrei","Macroglossum.pyrrhostictum","Marumba.spectabilis","Marumba.sperchius","Parum.colligata","Phillosphingia.dissimilis","Psilogramma.increta","Rhagastis.mongoliana","Theretra.clotha","Theretra.japonica","Theretra.nessus","Thyatiridae","Habrosyne.aurorina","Tethea.ampliata","Thyrididae","Rhodoneura.erecta","Rhodoneura.pallida","Rhodoneura.sugitanii","Rhodoneura.vittula","Striglina.cancellata","Zygaenidae","Chalcosia.remota","Pidorus.glaucopis"
"B1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,1,0,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,19,1,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,3,0,0,0,1,0,0,1,8,0,0,1,0,0,8,0,0,0,0,7,0,0,0,3,0,0,0,27,0,0,0,1,0,0,0,0,19,2,1,0,0,1,0,0,0,0,0,0,18,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0
"B2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,1,0,0,0,0,1,0,0,1,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,4,4,6,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,6,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,5,104,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,4,9,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,1,0,1,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
"B3",0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,9,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,21,0,0,1,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,1,0,0,1,3,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,2,1,0,0,6,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,10,0,0,0,0,1,0,0,2,0,0,0,0,3,1,6,1,0,0,2,1,2,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,5,1,2,0,0,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,1,4,0,0,0,2,5,0,1,0,0,0,1,2,0,0,4,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,4,0,0,0,0,3,0,3,0,0,0,0,0,1,3,0,0,3,0,0,0,0,1,1,0,0,2,0,5,0,4,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,8,1,4,0,0,0,0,5,0,0,0,1,0,0,0,18,2,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4
"B4",0,0,2,0,1,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6,0,2,0,1,0,0,0,1,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,4,2,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,15,0,0,0,0,0,1,3,7,0,0,0,3,0,1,0,0,0,0,1,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,6,1,0,1,3,3,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,23,0,0,0,4,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,4,8,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,2,5,0,1,0,0,1,0,0,0,0,0,2,0,0,0,3,1,0,0,2,1,0,0,3,1,1,3,2,0,0,2,0,0,1,1,3,0,1,0,4,1,0,0,3,0,0,0,1,0,0,0,0,1
"G2",0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"H1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,8,0,0,0,0,0,0,0,0,7,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"H3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J1",0,0,0,0,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,9,1,2,3,0,9,0,1,1,2,0,1,1,0,0,0,1,40,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16,0,0,3,0,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,7,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,22,16,0,0,0,3,2,0,0,13,0,13,0,1,5,2,0,0,0,8,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,14,0,1,8,4,1,0,0,2,0,20,0,5,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,20,0,0,2,1,0,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,4,1,0,4,0,13,0,7,0,0,10,2,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,2,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,0,0,12,0,4,0,0,0,16,0,1,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
